,recipe_id,recommendations
50,1650,"[Row(user_id=44993, rating=4.255056858062744), Row(user_id=2934, rating=4.160027503967285), Row(user_id=84818, rating=4.157174587249756), Row(user_id=9284, rating=4.0612287521362305), Row(user_id=86417, rating=4.024905681610107), Row(user_id=77755, rating=4.024905681610107), Row(user_id=78395, rating=4.024905681610107), Row(user_id=9659, rating=4.014448165893555), Row(user_id=38469, rating=3.9944334030151367), Row(user_id=44164, rating=3.9944334030151367)]"
51,3000,"[Row(user_id=44993, rating=4.973649024963379), Row(user_id=2934, rating=4.8484039306640625), Row(user_id=84818, rating=4.783224105834961), Row(user_id=9284, rating=4.737671375274658), Row(user_id=77755, rating=4.6939191818237305), Row(user_id=78395, rating=4.6939191818237305), Row(user_id=86417, rating=4.6939191818237305), Row(user_id=54625, rating=4.687357425689697), Row(user_id=9659, rating=4.678027153015137), Row(user_id=59647, rating=4.673816680908203)]"
52,31,"[Row(user_id=84818, rating=4.723888874053955), Row(user_id=44993, rating=4.609559059143066), Row(user_id=2934, rating=4.5476837158203125), Row(user_id=53016, rating=4.488945484161377), Row(user_id=14728, rating=4.465128421783447), Row(user_id=80017, rating=4.465128421783447), Row(user_id=9929, rating=4.465128421783447), Row(user_id=9284, rating=4.426881790161133), Row(user_id=49756, rating=4.420211315155029), Row(user_id=52833, rating=4.397843837738037)]"
53,2711,"[Row(user_id=44993, rating=5.4569621086120605), Row(user_id=2934, rating=5.292205810546875), Row(user_id=54625, rating=5.189709663391113), Row(user_id=9284, rating=5.179880619049072), Row(user_id=59647, rating=5.139425277709961), Row(user_id=13119, rating=5.139174461364746), Row(user_id=12, rating=5.139174461364746), Row(user_id=10653, rating=5.139174461364746), Row(user_id=25667, rating=5.139174461364746), Row(user_id=27079, rating=5.139174461364746)]"
54,2821,"[Row(user_id=44993, rating=5.709024429321289), Row(user_id=2934, rating=5.513450622558594), Row(user_id=54625, rating=5.469202041625977), Row(user_id=27079, rating=5.408758163452148), Row(user_id=10653, rating=5.408758163452148), Row(user_id=25667, rating=5.408758163452148), Row(user_id=12, rating=5.408758163452148), Row(user_id=13119, rating=5.408758163452148), Row(user_id=9284, rating=5.403718948364258), Row(user_id=38871, rating=5.392324924468994)]"
55,3761,"[Row(user_id=84818, rating=5.223658561706543), Row(user_id=44993, rating=5.184720993041992), Row(user_id=2934, rating=5.098414421081543), Row(user_id=53016, rating=4.9771833419799805), Row(user_id=9284, rating=4.968142986297607), Row(user_id=80017, rating=4.945276737213135), Row(user_id=14728, rating=4.945276737213135), Row(user_id=9929, rating=4.945276737213135), Row(user_id=86417, rating=4.926578044891357), Row(user_id=77755, rating=4.926578044891357)]"
56,1322,"[Row(user_id=44993, rating=5.4450249671936035), Row(user_id=54625, rating=5.285139083862305), Row(user_id=87617, rating=5.234527587890625), Row(user_id=38871, rating=5.234527587890625), Row(user_id=37637, rating=5.234527587890625), Row(user_id=8208, rating=5.234527587890625), Row(user_id=2934, rating=5.218325614929199), Row(user_id=12, rating=5.214379787445068), Row(user_id=25667, rating=5.214379787445068), Row(user_id=10653, rating=5.214379787445068)]"
57,1352,"[Row(user_id=44993, rating=5.512493133544922), Row(user_id=2934, rating=5.331594944000244), Row(user_id=54625, rating=5.267313003540039), Row(user_id=9284, rating=5.222977638244629), Row(user_id=27079, rating=5.211542129516602), Row(user_id=12, rating=5.211542129516602), Row(user_id=10653, rating=5.211542129516602), Row(user_id=25667, rating=5.211542129516602), Row(user_id=13119, rating=5.211542129516602), Row(user_id=59647, rating=5.197773456573486)]"
58,2572,"[Row(user_id=44993, rating=5.6101460456848145), Row(user_id=2934, rating=5.424334526062012), Row(user_id=54625, rating=5.363550186157227), Row(user_id=9284, rating=5.314366340637207), Row(user_id=13119, rating=5.306234359741211), Row(user_id=10653, rating=5.306234359741211), Row(user_id=12, rating=5.306234359741211), Row(user_id=25667, rating=5.306234359741211), Row(user_id=27079, rating=5.306234359741211), Row(user_id=59647, rating=5.290565490722656)]"
59,3352,"[Row(user_id=44993, rating=5.577437400817871), Row(user_id=2934, rating=5.424144268035889), Row(user_id=9284, rating=5.3042755126953125), Row(user_id=84818, rating=5.294983386993408), Row(user_id=54625, rating=5.278402328491211), Row(user_id=86417, rating=5.2540388107299805), Row(user_id=78395, rating=5.2540388107299805), Row(user_id=77755, rating=5.2540388107299805), Row(user_id=59647, rating=5.246576309204102), Row(user_id=9659, rating=5.232891082763672)]"
60,1143,"[Row(user_id=84818, rating=5.277231693267822), Row(user_id=44993, rating=5.250761032104492), Row(user_id=2934, rating=5.1609392166137695), Row(user_id=53016, rating=5.03018856048584), Row(user_id=9284, rating=5.029818534851074), Row(user_id=80017, rating=4.997135162353516), Row(user_id=14728, rating=4.997135162353516), Row(user_id=9929, rating=4.997135162353516), Row(user_id=77755, rating=4.9875030517578125), Row(user_id=78395, rating=4.9875030517578125)]"
61,1303,"[Row(user_id=44993, rating=4.652046203613281), Row(user_id=87617, rating=4.648233413696289), Row(user_id=37637, rating=4.648233413696289), Row(user_id=38871, rating=4.648233413696289), Row(user_id=8208, rating=4.648233413696289), Row(user_id=54625, rating=4.647810459136963), Row(user_id=50692, rating=4.594174385070801), Row(user_id=25667, rating=4.5621490478515625), Row(user_id=10653, rating=4.5621490478515625), Row(user_id=12, rating=4.5621490478515625)]"
62,1903,"[Row(user_id=44993, rating=3.6044368743896484), Row(user_id=2934, rating=3.4737939834594727), Row(user_id=54625, rating=3.4653053283691406), Row(user_id=10653, rating=3.424804449081421), Row(user_id=25667, rating=3.424804449081421), Row(user_id=27079, rating=3.424804449081421), Row(user_id=12, rating=3.424804449081421), Row(user_id=13119, rating=3.424804449081421), Row(user_id=38871, rating=3.4208195209503174), Row(user_id=37637, rating=3.4208195209503174)]"
